Clinton,Trump,State,Place
30225,46081,Pennsylvania,Beaver
36555,35099,Pennsylvania,Centre
17322,49554,Pennsylvania,Franklin
31930,31706,Pennsylvania,Monroe
16724,43937,Pennsylvania,Schuylkill
17798,40510,Pennsylvania,Cambria
17860,38804,Pennsylvania,Lebanon
17826,34388,Pennsylvania,Fayette
13093,37224,Pennsylvania,Blair
12926,35475,Pennsylvania,Lycoming
17631,30034,Pennsylvania,Mercer
14077,31249,Pennsylvania,Adams
13933,25323,Pennsylvania,Lawrence
11468,24920,Pennsylvania,Indiana
7367,27347,Pennsylvania,Somerset
10215,23912,Pennsylvania,Crawford
9184,24418,Pennsylvania,Northumberland
7700,23909,Pennsylvania,Clearfield
6849,22676,Pennsylvania,Armstrong
8917,18714,Pennsylvania,Carbon
8502,17387,Pennsylvania,Columbia
9247,16035,Pennsylvania,Pike
6263,17957,Pennsylvania,Bradford
3613,19455,Pennsylvania,Bedford
6398,15269,Pennsylvania,Wayne
5889,15254,Pennsylvania,Venango
4630,15613,Pennsylvania,Perry
4487,14369,Pennsylvania,Huntingdon
5065,13295,Pennsylvania,Susquehanna
3437,14533,Pennsylvania,Jefferson
3563,14050,Pennsylvania,Mifflin
4828,12032,Pennsylvania,Warren
4256,12545,Pennsylvania,Clarion
6138,10605,Pennsylvania,Union
3642,12928,Pennsylvania,Tioga
3991,11710,Pennsylvania,Snyder
3802,11159,Pennsylvania,McKean
4157,10394,Pennsylvania,Greene
4533,9701,Pennsylvania,Clinton
3637,9704,Pennsylvania,Elk
3573,8375,Pennsylvania,Wyoming
1810,8234,Pennsylvania,Juniata
2851,5274,Pennsylvania,Montour
1300,6247,Pennsylvania,Potter
904,5676,Pennsylvania,Fulton
756,2318,Pennsylvania,Sullivan
626,1680,Pennsylvania,Forest
469,1495,Pennsylvania,Cameron
41596,7087,Rhode Island,Providence
18394,17303,Rhode Island,Warwick
17176,14660,Rhode Island,Cranston
14463,5805,Rhode Island,Pawtucket
10775,6641,Rhode Island,East Providence
6484,8791,Rhode Island,Coventry
7954,6985,Rhode Island,Cumberland
7244,6559,Rhode Island,North Providence
6827,5532,Rhode Island,North Kingstown
5214,7160,Rhode Island,Johnston
7460,4138,Rhode Island,South Kingstown
5968,5183,Rhode Island,Woonsocket
5171,5450,Rhode Island,West Warwick
4776,5039,Rhode Island,Lincoln
5239,3772,Rhode Island,Bristol
3875,4800,Rhode Island,Smithfield
5380,2643,Rhode Island,Barrington
5441,2334,Rhode Island,Newport
4103,3412,Rhode Island,Portsmouth
3627,3515,Rhode Island,Tiverton
3470,3558,Rhode Island,Westerly
3708,2979,Rhode Island,Narragansett
2333,3950,Rhode Island,Burrillville
3503,2829,Rhode Island,East Greenwich
3590,2357,Rhode Island,Middletown
2405,3058,Rhode Island,North Smithfield
1879,3320,Rhode Island,Scituate
1822,2790,Rhode Island,Glocester
2443,1833,Rhode Island,Warren
1984,1739,Rhode Island,Charlestown
2987,606,Rhode Island,Central Falls
1549,1906,Rhode Island,Richmond
1534,1930,Rhode Island,Hopkinton
1423,1948,Rhode Island,Exeter
1840,1012,Rhode Island,Jamestown
1033,1774,Rhode Island,West Greenwich
905,1296,Rhode Island,Foster
1002,740,Rhode Island,Little Compton
475,156,Rhode Island,New Shoreham
73338,125595,South Carolina,Greenville
89048,75233,South Carolina,Charleston
108401,52753,South Carolina,Richland
36731,83819,South Carolina,Horry
35143,79866,South Carolina,Lexington
39888,76101,South Carolina,Spartanburg
41230,66245,South Carolina,York
21040,56109,South Carolina,Anderson
30492,44223,South Carolina,Berkeley
25426,45981,South Carolina,Aiken
29577,39986,South Carolina,Beaufort
24010,34932,South Carolina,Dorchester
26630,29498,South Carolina,Florence
10327,36096,South Carolina,Pickens
24024,18733,South Carolina,Sumter
26258,11909,South Carolina,Orangeburg
13718,23598,South Carolina,Lancaster
7979,24096,South Carolina,Oconee
13234,17334,South Carolina,Georgetown
13866,14973,South Carolina,Darlington
10293,17464,South Carolina,Kershaw
10633,16881,South Carolina,Greenwood
8845,16770,South Carolina,Laurens
6089,15165,South Carolina,Cherokee
7616,9083,South Carolina,Colleton
7125,9576,South Carolina,Chesterfield
6212,10011,South Carolina,Newberry
7635,7246,South Carolina,Clarendon
9949,4863,South Carolina,Williamsburg
8522,5434,South Carolina,Marion
7789,6100,South Carolina,Jasper
6582,7272,South Carolina,Chester
4727,7058,South Carolina,Union
5832,5637,South Carolina,Dillon
4491,6842,South Carolina,Edgefield
6936,4024,South Carolina,Fairfield
3712,6742,South Carolina,Abbeville
5928,4257,South Carolina,Marlboro
4395,4888,South Carolina,Barnwell
5163,3483,South Carolina,Hampton
2809,5525,South Carolina,Saluda
5170,2789,South Carolina,Lee
3569,3785,South Carolina,Calhoun
3886,2197,South Carolina,Bamberg
2479,2651,South Carolina,McCormick
2722,788,South Carolina,Allendale
30610,42043,South Dakota,Minnehaha
14074,29804,South Dakota,Pennington
8076,15499,South Dakota,Lincoln
5452,9613,South Dakota,Brown
4879,6748,South Dakota,Brookings
3356,7411,South Dakota,Lawrence
3174,7764,South Dakota,Codington
2223,8441,South Dakota,Meade
3301,5654,South Dakota,Yankton
2449,5174,South Dakota,Hughes
2355,5157,South Dakota,Davison
2227,5288,South Dakota,Union
2314,4038,South Dakota,Lake
1912,4455,South Dakota,Beadle
2608,2109,South Dakota,Clay
1120,3290,South Dakota,Custer
693,3355,South Dakota,Butte
961,2937,South Dakota,Turner
1539,2142,South Dakota,Roberts
821,2511,South Dakota,Fall River
970,2381,South Dakota,Grant
935,2382,South Dakota,Charles Mix
692,2517,South Dakota,Hutchinson
704,2105,South Dakota,Bon Homme
919,1854,South Dakota,Spink
1042,1729,South Dakota,Moody
2504,241,South Dakota,Oglala Lakota
555,2051,South Dakota,Hamlin
974,1627,South Dakota,Day
462,2069,South Dakota,Tripp
623,1794,South Dakota,McCook
703,1680,South Dakota,Kingsbury
457,1896,South Dakota,Walworth
571,1565,South Dakota,Brule
1505,487,South Dakota,Todd
391,1600,South Dakota,Gregory
570,1366,South Dakota,Deuel
424,1497,South Dakota,Hanson
754,1056,South Dakota,Marshall
380,1433,South Dakota,Edmunds
334,1391,South Dakota,Hand
887,723,South Dakota,Dewey
398,1139,South Dakota,Clark
188,1333,South Dakota,Perkins
214,1338,South Dakota,Douglas
329,1148,South Dakota,Stanley
369,977,South Dakota,Lyman
340,974,South Dakota,Aurora
215,1069,South Dakota,Potter
535,588,South Dakota,Corson
412,666,South Dakota,Bennett
192,892,South Dakota,McPherson
241,819,South Dakota,Sanborn
204,858,South Dakota,Faulk
323,722,South Dakota,Jackson
281,706,South Dakota,Miner
77,936,South Dakota,Haakon
264,648,South Dakota,Jerauld
137,679,South Dakota,Sully
105,704,South Dakota,Campbell
38,694,South Dakota,Harding
352,368,South Dakota,Ziebach
125,543,South Dakota,Hyde
238,402,South Dakota,Mellette
69,450,South Dakota,Jones
296,171,South Dakota,Buffalo
206640,114948,Tennessee,Shelby
148473,84365,Tennessee,Davidson
62861,105724,Tennessee,Knox
55260,78661,Tennessee,Hamilton
36627,64428,Tennessee,Rutherford
30992,68160,Tennessee,Williamson
18153,50105,Tennessee,Sumner
11910,45577,Tennessee,Sullivan
21686,32320,Tennessee,Montgomery
14356,39304,Tennessee,Wilson
12085,37385,Tennessee,Blount
13003,34179,Tennessee,Washington
7070,29761,Tennessee,Bradley
15438,21321,Tennessee,Madison
6293,28610,Tennessee,Sevier
10026,23781,Tennessee,Maury
9010,19201,Tennessee,Anderson
6634,19393,Tennessee,Robertson
6847,18981,Tennessee,Putnam
5202,20410,Tennessee,Cumberland
4211,18538,Tennessee,Greene
5779,16893,Tennessee,Tipton
4916,17588,Tennessee,Loudon
4833,15863,Tennessee,Roane
3453,16897,Tennessee,Carter
3502,16611,Tennessee,Hawkins
4075,15839,Tennessee,Hamblen
4741,14409,Tennessee,Coffee
5255,13779,Tennessee,Gibson
5865,13046,Tennessee,Fayette
3490,14760,Tennessee,Jefferson
3507,14673,Tennessee,McMinn
4718,13213,Tennessee,Dickson
3184,13361,Tennessee,Monroe
4372,11526,Tennessee,Franklin
3877,11295,Tennessee,Cheatham
2821,12419,Tennessee,Lawrence
3384,11455,Tennessee,Bedford
3535,9535,Tennessee,Warren
2815,10175,Tennessee,Dyer
2550,10375,Tennessee,Lincoln
3061,9483,Tennessee,Henry
2248,9860,Tennessee,Campbell
2425,9525,Tennessee,Obion
2770,9001,Tennessee,Weakley
1980,9791,Tennessee,Cocke
2848,8167,Tennessee,Marshall
2915,7964,Tennessee,Giles
1942,8650,Tennessee,Rhea
2829,7680,Tennessee,Marion
1831,8589,Tennessee,Claiborne
2323,7731,Tennessee,Carroll
1796,8118,Tennessee,Henderson
1847,7839,Tennessee,McNairy
1622,8012,Tennessee,Hardin
1842,7657,Tennessee,White
4174,4912,Tennessee,Hardeman
3656,4884,Tennessee,Lauderdale
1943,6055,Tennessee,Overton
1154,6618,Tennessee,Grainger
1823,5685,Tennessee,Hickman
1071,6260,Tennessee,Macon
1688,5485,Tennessee,Smith
1100,6032,Tennessee,Fentress
1260,5666,Tennessee,Unicoi
1967,4928,Tennessee,Humphreys
934,6044,Tennessee,Scott
1566,5164,Tennessee,DeKalb
3704,3010,Tennessee,Haywood
1053,5429,Tennessee,Morgan
988,5400,Tennessee,Johnson
1252,5097,Tennessee,Polk
1474,4715,Tennessee,Benton
1010,5024,Tennessee,Union
717,5034,Tennessee,Wayne
1051,4434,Tennessee,Sequatchie
1302,3977,Tennessee,Crockett
1126,4006,Tennessee,Cannon
1222,3864,Tennessee,Stewart
902,3827,Tennessee,Chester
998,3626,Tennessee,Grundy
896,3621,Tennessee,Bledsoe
890,3579,Tennessee,Lewis
894,3580,Tennessee,Decatur
1129,3229,Tennessee,Jackson
856,3337,Tennessee,Meigs
865,2180,Tennessee,Houston
943,2099,Tennessee,Trousdale
496,2325,Tennessee,Moore
707,2140,Tennessee,Clay
597,2167,Tennessee,Perry
536,2019,Tennessee,Pickett
539,1820,Tennessee,Van Buren
322,1842,Tennessee,Hancock
577,1357,Tennessee,Lake
706471,544960,Texas,Harris
458845,261865,Texas,Dallas
288001,345683,Texas,Tarrant
319191,240161,Texas,Bexar
306475,126750,Texas,Travis
139837,200395,Texas,Collin
110000,169175,Texas,Denton
134475,117212,Texas,Fort Bend
145509,54567,Texas,El Paso
45744,150188,Texas,Montgomery
84252,104029,Texas,Williamson
118739,48608,Texas,Hidalgo
45503,73566,Texas,Galveston
43075,72653,Texas,Brazoria
49102,50704,Texas,Nueces
27956,65566,Texas,Lubbock
37608,51780,Texas,Bell
59319,29432,Texas,Cameron
42404,42828,Texas,Jefferson
22128,58631,Texas,Smith
27046,48245,Texas,McLennan
33117,33730,Texas,Hays
23041,38662,Texas,Brazos
16197,44807,Texas,Ellis
14166,44996,Texas,Comal
10976,44370,Texas,Johnson
18308,36495,Texas,Guadalupe
42297,12946,Texas,Webb
8329,46433,Texas,Parker
8340,43379,Texas,Randall
9993,36896,Texas,Midland
10276,35274,Texas,Grayson
10047,33172,Texas,Taylor
11623,28693,Texas,Gregg
10265,29537,Texas,Kaufman
9633,28396,Texas,Rockwall
9117,27376,Texas,Tom Green
8752,27609,Texas,Wichita
10225,24976,Texas,Ector
8831,24913,Texas,Bowie
7123,26587,Texas,Polk
5716,25385,Texas,Orange
6301,23866,Texas,Hunt
8843,21253,Texas,Victoria
7538,21666,Texas,Angelina
5649,23574,Texas,Henderson
7620,19499,Texas,Potter
10555,16314,Texas,Bastrop
7130,18712,Texas,Harrison
4001,21367,Texas,Hood
3412,20655,Texas,Wise
4851,18856,Texas,Liberty
4665,17658,Texas,Kerr
2779,19600,Texas,Hardin
6822,14751,Texas,Nacogdoches
2792,18436,Texas,Van Zandt
7825,13004,Texas,San Patricio
3633,15663,Texas,Kendall
6085,12878,Texas,Walker
4790,13991,Texas,Wilson
3785,14595,Texas,Burnet
3935,14675,Texas,Rusk
2624,15681,Texas,Wood
3579,14546,Texas,Lamar
5057,12212,Texas,Coryell
4624,12054,Texas,Medina
3358,13165,Texas,Anderson
5744,10525,Texas,Waller
3466,12896,Texas,Cherokee
2939,13278,Texas,Chambers
3998,11984,Texas,Navarro
2378,13198,Texas,Upshur
2345,13174,Texas,Cooke
3381,10944,Texas,Washington
4238,10149,Texas,Wharton
1621,12010,Texas,Brown
2159,11205,Texas,Erath
4635,8598,Texas,Atascosa
10397,2816,Texas,Maverick
2508,10704,Texas,Hopkins
6920,5856,Texas,Val Verde
2582,10578,Texas,Jasper
2286,10445,Texas,Gillespie
2535,10075,Texas,Hill
6688,5411,Texas,Jim Wells
2319,9637,Texas,Austin
2123,9536,Texas,Fannin
3357,8147,Texas,Matagorda
4663,6516,Texas,Caldwell
9246,2218,Texas,Starr
2250,9182,Texas,Cass
2127,8648,Texas,Fayette
2458,7730,Texas,Aransas
1835,8445,Texas,Panola
1825,8283,Texas,Llano
2034,8050,Texas,San Jacinto
1726,8159,Texas,Bandera
1700,8222,Texas,Palo Pinto
2194,7065,Texas,Grimes
4713,4364,Texas,Kleberg
2538,6405,Texas,Titus
1757,7171,Texas,Shelby
3863,4828,Texas,Uvalde
2090,6347,Texas,Hale
1768,6635,Texas,Howard
1170,7339,Texas,La Vaca
2042,6340,Texas,Milam
885,7526,Texas,Montague
1977,6323,Texas,Colorado
3443,4743,Texas,Bee
1978,6205,Texas,Houston
1479,6371,Texas,Lampasas
854,7039,Texas,Hutchinson
1243,6601,Texas,Tyler
1277,6325,Texas,Bosque
873,6587,Texas,Young
1748,5747,Texas,Limestone
1461,5995,Texas,Freestone
909,6391,Texas,Leon
699,6495,Texas,Gray
1257,5793,Texas,Hockley
2203,4665,Texas,Robertson
2118,4638,Texas,Calhoun
1491,5316,Texas,Burleson
776,6008,Texas,Eastland
1161,5510,Texas,De Witt
1372,4996,Texas,Lee
1567,4580,Texas,Gonzales
1154,4737,Texas,Trinity
935,4815,Texas,Jones
1244,4212,Texas,Blanco
568,4858,Texas,Callahan
904,4266,Texas,Jackson
1096,3974,Texas,Moore
733,4403,Texas,Scurry
1682,3438,Texas,Falls
788,4300,Texas,Comanche
1148,3924,Texas,Red River
3416,1541,Texas,Willacy
536,4376,Texas,Clay
1425,3443,Texas,Morris
836,3925,Texas,Andrews
1029,3551,Texas,Nolan
614,3992,Texas,Sabine
619,3919,Texas,Rains
597,3907,Texas,Gaines
1260,3201,Texas,Camp
665,3583,Texas,Franklin
881,3349,Texas,Madison
394,3785,Texas,Archer
739,3450,Texas,Live Oak
1869,2073,Texas,Brewster
1156,2968,Texas,Marion
1185,2911,Texas,Deaf Smith
1144,2959,Texas,Karnes
1551,2463,Texas,Pecos
2783,1316,Texas,Duval
807,3166,Texas,Wilbarger
978,2961,Texas,Newton
770,3040,Texas,Lamb
540,3206,Texas,Somervell
452,3241,Texas,Runnels
973,2618,Texas,Goliad
387,3177,Texas,Coleman
479,3056,Texas,Hamilton
907,2620,Texas,San Augustine
835,2636,Texas,Dawson
348,3033,Texas,Stephens
780,2541,Texas,Ward
2633,692,Texas,Zavala
314,2973,Texas,Jack
2173,974,Texas,Dimmit
1659,1417,Texas,Reeves
2056,1028,Texas,Zapata
480,2546,Texas,McCulloch
274,2628,Texas,Ochiltree
249,2617,Texas,Carson
1034,1830,Texas,Refugio
848,1911,Texas,Parmer
1401,1232,Texas,Frio
1937,613,Texas,Brooks
293,2025,Texas,San Saba
194,2087,Texas,Wheeler
426,1797,Texas,Yoakum
400,1836,Texas,Delta
242,1949,Texas,Mills
1458,652,Texas,Presidio
353,1780,Texas,Mitchell
462,1671,Texas,Swisher
1635,430,Texas,Jim Hogg
253,1802,Texas,Childress
353,1656,Texas,Mason
1125,870,Texas,La Salle
403,1546,Texas,Lynn
526,1413,Texas,Castro
435,1473,Texas,Floyd
171,1730,Texas,Hansford
172,1727,Texas,Hartley
206,1697,Texas,Kimble
420,1403,Texas,Winkler
397,1343,Texas,Bailey
314,1403,Texas,Haskell
424,1295,Texas,Terry
266,1453,Texas,Martin
403,1265,Texas,Fisher
468,1180,Texas,Crosby
181,1460,Texas,Hemphill
262,1382,Texas,Real
222,1258,Texas,Dallam
249,1207,Texas,Hardeman
103,1378,Texas,Shackelford
191,1267,Texas,Baylor
224,1223,Texas,Garza
190,1225,Texas,Donley
457,936,Texas,Kinney
140,1265,Texas,Coke
313,1075,Texas,Sutton
372,980,Texas,Crockett
299,1047,Texas,Crane
247,1078,Texas,Knox
135,1159,Texas,Lipscomb
284,961,Texas,Upton
422,694,Texas,Jeff Davis
145,983,Texas,Collingsworth
164,891,Texas,Hall
148,885,Texas,Concho
302,741,Texas,Edwards
209,819,Texas,Schleicher
70,924,Texas,Armstrong
78,850,Texas,Oldham
96,807,Texas,Sherman
128,755,Texas,Dickens
190,679,Texas,Cochran
167,709,Texas,Reagan
324,503,Texas,Hudspeth
153,681,Texas,Menard
84,715,Texas,Throckmorton
454,280,Texas,Culberson
90,660,Texas,Irion
91,625,Texas,Briscoe
135,555,Texas,Stonewall
70,549,Texas,Sterling
40,571,Texas,Motley
34,553,Texas,Glasscock
84,486,Texas,Cottle
20,524,Texas,Roberts
113,383,Texas,Foard
40,454,Texas,McMullen
140,287,Texas,Terrell
59,360,Texas,Kent
31,330,Texas,Borden
99,84,Texas,Kenedy
5,149,Texas,King
4,57,Texas,Loving
117667,82590,Utah,Salt Lake
22934,84863,Utah,Utah
19458,39047,Utah,Davis
18819,30561,Utah,Weber
8369,33472,Utah,Washington
5435,12385,Utah,Cache
4015,9693,Utah,Tooele
1814,10324,Utah,Box Elder
667,2671,Utah,Iron
9464,6588,Utah,Summit
951,9375,Utah,Uintah
2800,5627,Utah,Wasatch
979,6081,Utah,Sanpete
648,6146,Utah,Sevier
1673,5055,Utah,Carbon
498,5482,Utah,Duchesne
1143,2073,Utah,San Juan
410,3672,Utah,Millard
572,3156,Utah,Morgan
379,3402,Utah,Emery
1920,1924,Utah,Grand
434,2750,Utah,Juab
717,2083,Utah,Kane
258,1800,Utah,Beaver
352,1577,Utah,Garfield
271,959,Utah,Wayne
104,786,Utah,Rich
31,537,Utah,Piute
76,327,Utah,Daggett
14519,2082,Vermont,Burlington
6753,3030,Vermont,Essex
7246,2059,Vermont,South Burlington
4456,2425,Vermont,Colchester
3495,2734,Vermont,Rutland
3361,1949,Vermont,Bennington
4347,858,Vermont,Brattleboro
3508,1481,Vermont,Williston
3190,1303,Vermont,Hartford
3376,941,Vermont,Shelburne
3696,492,Vermont,Montpelier
1949,1782,Vermont,Milton
1760,1862,Vermont,Barre Town
1861,1509,Vermont,Springfield
2682,595,Vermont,Middlebury
2017,890,Vermont,Jericho
1653,1091,Vermont,Barre
2105,535,Vermont,Winooski
1416,1268,Vermont,St. Albans Town
1469,1110,Vermont,St. Johnsbury
2035,592,Vermont,Waterbury
1914,558,Vermont,Stowe
1726,623,Vermont,Hinesburg
1550,741,Vermont,Morristown
1794,512,Vermont,Charlotte
1101,1192,Vermont,Swanton
1694,515,Vermont,Richmond
1452,706,Vermont,Manchester
1287,807,Vermont,St. Albans
1982,191,Vermont,Norwich
1019,1023,Vermont,Georgia
1063,947,Vermont,Fairfax
1064,979,Vermont,Rutland Town
1160,737,Vermont,Randolph
1315,576,Vermont,Rockingham
885,1004,Vermont,Derby
1113,708,Vermont,Northfield
827,883,Vermont,Lyndon
1238,504,Vermont,Underhill
1158,558,Vermont,Hartland
1319,372,Vermont,Woodstock
1075,558,Vermont,Bristol
924,723,Vermont,Brandon
1067,520,Vermont,Cambridge
952,661,Vermont,Shaftsbury
794,808,Vermont,Castleton
964,462,Vermont,Windsor
1137,323,Vermont,Thetford
761,681,Vermont,Pownal
1032,356,Vermont,East Montpelier
892,501,Vermont,Ferrisburg
745,647,Vermont,Weathersfield
1001,352,Vermont,Westminster
668,669,Vermont,Pittsford
827,512,Vermont,Chester
720,614,Vermont,Newport
616,649,Vermont,Williamstown
788,475,Vermont,Hyde Park
652,597,Vermont,Poultney
651,501,Vermont,Hardwick
992,175,Vermont,Putney
474,699,Vermont,Highgate
645,494,Vermont,Danville
658,454,Vermont,Berlin
698,406,Vermont,Royalton
691,395,Vermont,Johnson
470,641,Vermont,Clarendon
696,371,Vermont,Westford
662,435,Vermont,Arlington
740,334,Vermont,Dorset
712,326,Vermont,Vergennes
796,232,Vermont,Huntington
671,360,Vermont,Monkton
624,409,Vermont,Bradford
594,431,Vermont,Grand Isle
797,213,Vermont,Dummerston
719,274,Vermont,Guilford
478,529,Vermont,Fair Haven
524,461,Vermont,Wallingford
492,486,Vermont,Vernon
751,210,Vermont,Waitsfield
719,228,Vermont,Middlesex
672,301,Vermont,South Hero
502,429,Vermont,Enosburgh
752,182,Vermont,Warren
594,337,Vermont,New Haven
538,403,Vermont,Ludlow
591,338,Vermont,Wilmington
528,403,Vermont,Newbury
384,537,Vermont,West Rutland
502,425,Vermont,Barton
688,195,Vermont,Calais
649,216,Vermont,Moretown
652,208,Vermont,Newfane
543,299,Vermont,Bethel
485,354,Vermont,Barnet
517,303,Vermont,Londonderry
489,338,Vermont,Fairfield
534,256,Vermont,Starksboro
372,399,Vermont,Alburgh
417,284,Vermont,Marshfield
385,339,Vermont,Proctor
586,142,Vermont,Fayston
381,336,Vermont,Burke
324,388,Vermont,Richford
494,188,Vermont,Lincoln
409,279,Vermont,Dover
397,276,Vermont,Wolcott
305,377,Vermont,Sheldon
394,252,Vermont,Cabot
323,337,Vermont,Addison
368,311,Vermont,Pawlet
337,325,Vermont,Mount Holly
517,147,Vermont,Cornwall
352,312,Vermont,Chittenden
434,196,Vermont,Duxbury
428,217,Vermont,Sharon
378,231,Vermont,Brookfield
469,173,Vermont,West Windsor
292,341,Vermont,Waterford
500,105,Vermont,Strafford
256,338,Vermont,Newport Town
435,153,Vermont,Craftsbury
349,242,Vermont,Tunbridge
336,240,Vermont,Fletcher
357,232,Vermont,Killington
325,269,Vermont,Shrewsbury
389,205,Vermont,Bolton
424,129,Vermont,Plainfield
412,174,Vermont,Townshend
283,295,Vermont,Whitingham
304,273,Vermont,Chelsea
306,262,Vermont,Cavendish
302,268,Vermont,Mendon
308,264,Vermont,Corinth
292,278,Vermont,Bridport
252,291,Vermont,Danby
270,284,Vermont,Orwell
356,211,Vermont,Shoreham
393,162,Vermont,Rochester
302,231,Vermont,Montgomery
229,296,Vermont,Franklin
320,216,Vermont,North Hero
209,308,Vermont,Berkshire
240,282,Vermont,Troy
395,130,Vermont,Pomfret
432,90,Vermont,Marlboro
209,312,Vermont,Wells
295,209,Vermont,Bakersfield
374,117,Vermont,Worcester
339,174,Vermont,Barnard
289,217,Vermont,Braintree
226,274,Vermont,Topsham
350,149,Vermont,Fairlee
290,193,Vermont,Glover
229,276,Vermont,Brighton
415,74,Vermont,Weybridge
252,239,Vermont,Ryegate
171,311,Vermont,Lunenburg
181,292,Vermont,Concord
194,284,Vermont,Irasburg
339,132,Vermont,Elmore
296,189,Vermont,Salisbury
221,241,Vermont,Eden
217,241,Vermont,Washington
186,265,Vermont,Orange
216,232,Vermont,Benson
281,183,Vermont,Sunderland
311,132,Vermont,Jamaica
299,158,Vermont,Winhall
280,160,Vermont,Bridgewater
271,169,Vermont,Woodbury
246,168,Vermont,Walden
203,238,Vermont,Stamford
196,244,Vermont,Coventry
217,207,Vermont,Leicester
233,179,Vermont,Middletown Springs
291,113,Vermont,Peacham
184,210,Vermont,Charleston
159,234,Vermont,Groton
168,220,Vermont,Sutton
207,183,Vermont,Albany
202,183,Vermont,Halifax
179,207,Vermont,Canaan
123,250,Vermont,Lowell
271,96,Vermont,Greensboro
222,140,Vermont,Stockbridge
267,106,Vermont,Weston
188,163,Vermont,Hubbardton
213,138,Vermont,Rupert
210,131,Vermont,Grafton
199,137,Vermont,Wardsboro
156,175,Vermont,Wheelock
231,108,Vermont,Reading
166,173,Vermont,Readsboro
146,193,Vermont,Brownington
186,118,Vermont,Roxbury
189,118,Vermont,Vershire
161,146,Vermont,Waterville
200,110,Vermont,St. George
173,125,Vermont,Plymouth
101,197,Vermont,Morgan
171,126,Vermont,Panton
228,58,Vermont,Ripton
166,125,Vermont,Andover
163,122,Vermont,Sudbury
136,140,Vermont,Isle La Motte
139,123,Vermont,Tinmouth
161,97,Vermont,West Fairlee
130,116,Vermont,Newark
147,114,Vermont,Pittsfield
134,123,Vermont,Westfield
81,175,Vermont,Holland
110,131,Vermont,Sheffield
169,68,Vermont,Brookline
156,78,Vermont,Windham
149,83,Vermont,Waltham
125,96,Vermont,Kirby
102,103,Vermont,Ira
166,54,Vermont,Peru
113,101,Vermont,Jay
99,95,Vermont,Sandgate
103,93,Vermont,Westmore
95,68,Vermont,Whiting
94,66,Vermont,Woodford
53,85,Vermont,Belvidere
69,61,Vermont,Athens
75,54,Vermont,Hancock
51,70,Vermont,East Haven
40,76,Vermont,Guildhall
50,60,Vermont,Baltimore
82,29,Vermont,Granville
56,56,Vermont,West Haven
65,50,Vermont,Stratton
78,31,Vermont,Goshen
39,60,Vermont,Maidstone
30,52,Vermont,Bloomfield
71,18,Vermont,Landgrove
45,42,Vermont,Mount Tabor
58,22,Vermont,Stannard
30,46,Vermont,Norton
18,38,Vermont,Victory
19,36,Vermont,Searsburg
18,28,Vermont,Lemington
21,28,Vermont,Brunswick
12,22,Vermont,Granby
354485,157837,Virginia,Fairfax
99909,69633,Virginia,Loudoun
80993,84938,Virginia,Chesterfield
76744,84389,Virginia,Virginia Beach
93615,59674,Virginia,Henrico
83093,54065,Virginia,Prince William
91879,20155,Virginia,Arlington
52554,53988,Virginia,Chesapeake
74640,14254,Virginia,Richmond City
51429,19875,Virginia,Norfolk
57147,13241,Virginia,Alexandria
40997,23650,Virginia,Newport News
27879,33840,Virginia,Stafford
19360,39592,Virginia,Hanover
24204,34619,Virginia,Spotsylvania
41030,17802,Virginia,Hampton
33297,19232,Virginia,Albemarle
16787,30857,Virginia,Roanoke
9733,30578,Virginia,Bedford
28462,12773,Virginia,Portsmouth
19091,21284,Virginia,James City
20015,19455,Virginia,Montgomery
23012,17206,Virginia,Suffolk
23403,16045,Virginia,Roanoke City
11920,26069,Virginia,Frederick
12960,22110,Virginia,Fauquier
8108,26152,Virginia,Augusta
9361,25269,Virginia,Rockingham
14787,17979,Virginia,Lynchburg
12989,18823,Virginia,York
9195,21742,Virginia,Pittsylvania
6597,19442,Virginia,Campbell
7254,18560,Virginia,Franklin
5548,19309,Virginia,Washington
8199,15207,Virginia,Henry
17865,2951,Virginia,Charlottesville
7744,13341,Virginia,Culpeper
7673,11971,Virginia,Isle of Wight
5269,14078,Virginia,Shenandoah
5399,13087,Virginia,Gloucester
11051,7306,Virginia,Danville
4492,13369,Virginia,Botetourt
2895,15160,Virginia,Tazewell
5165,11762,Virginia,Warren
10100,6232,Virginia,Harrisonburg
6208,10507,Virginia,Louisa
5955,10511,Virginia,Orange
6890,9698,Virginia,Halifax
4057,11875,Virginia,Powhatan
6419,9157,Virginia,Prince George
6737,8582,Virginia,Accomack
8395,5934,Virginia,Manassas
6571,8283,Virginia,Mecklenburg
4986,9643,Virginia,Amherst
4170,10314,Virginia,Pulaski
2687,11983,Virginia,Wise
6425,7143,Virginia,Caroline
4884,8374,Virginia,Goochland
12005,1448,Virginia,Petersburg
2557,10653,Virginia,Carroll
5765,7447,Virginia,Dinwiddie
5751,7018,Virginia,Fluvanna
2765,10044,Virginia,Wythe
2661,9747,Virginia,Smyth
2328,9516,Virginia,Russell
3545,8117,Virginia,New Kent
4212,7225,Virginia,Salem
4002,7338,Virginia,King George
7363,3695,Virginia,Fairfax City
5329,5129,Virginia,Staunton
6690,3731,Virginia,Fredericksburg
3506,6671,Virginia,Rockbridge
2514,7824,Virginia,Page
5161,4786,Virginia,Winchester
1579,8242,Virginia,Scott
